"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.05125351575887,0.13,0.052,0,"8","RIDA"
0,1.73467852850812,0.101,0.034,0,"8","CDH16"
0,1.07352998659075,0.126,0.062,0,"8","EGFR"
0,1.39574683432424,0.999,0.94,0,"8","VIM"
0,3.68440212855959,0.662,0.117,0,"9","IL7R"
0,2.08322663298603,0.652,0.272,0,"9","CD3E"
0,1.91043963781879,0.811,0.513,0,"9","PTPRC"
0,1.96484320844125,0.548,0.252,0,"9","TRAC"
0,2.22188817630102,0.465,0.187,0,"9","CYTIP"
0,1.6726876838754,0.604,0.327,0,"9","CXCR4"
0,3.25046926956987,0.316,0.059,0,"9","CCR7"
0,2.72174320536775,0.334,0.093,0,"9","SELL"
0,3.10883717562258,0.301,0.064,0,"9","CD28"
0,2.22058821457591,0.372,0.137,0,"9","CD3D"
0,2.56264235244892,0.312,0.101,0,"9","CD69"
0,3.17600589217888,0.257,0.06,0,"9","KLRB1"
0,1.53781040795481,0.4,0.209,0,"9","CD2"
0,2.29398565931905,0.257,0.084,0,"9","CD247"
0,2.04912524542876,0.279,0.115,0,"9","CD3G"
0,1.17401653214276,0.432,0.296,0,"9","CD8A"
0,3.01749844517786,0.144,0.035,0,"9","CCL19"
0,0.954150005412778,0.282,0.185,0,"9","TNC"
0,1.49854498535441,0.22,0.125,0,"9","CTLA4"
0,1.63701669441126,0.177,0.092,0,"9","TIGIT"
0,1.8654737872685,0.106,0.048,0,"9","DUSP2"
1.0566379521244e-313,1.7780165746668,0.108,0.054,4.2793837061038e-311,"9","GATA3"
3.31612180565159e-206,1.29488896094745,0.201,0.145,1.34302933128889e-203,"9","GPR183"
3.29861732282684e-194,0.982676813873021,0.233,0.175,1.33594001574487e-191,"9","GZMK"
4.56477231341329e-65,0.320162410292816,0.15,0.212,1.84873278693238e-62,"9","BCL2L11"
3.77081668384086e-64,0.38490329657664,0.196,0.274,1.52718075695555e-61,"9","SERPINB9"
1.89747507421927e-54,0.874923086423012,0.128,0.102,7.68477405058806e-52,"9","CD27"
4.73008125171389e-46,0.56986318290721,0.129,0.179,1.91568290694412e-43,"9","GLIPR1"
1.00762371026578e-32,0.69877313464818,0.151,0.132,4.0808760265764e-30,"9","GZMA"
1.75703209619252e-31,1.16673757667779,0.14,0.126,7.11597998957971e-29,"9","BCL2"
5.23738385978105e-28,0.272734908648547,0.11,0.141,2.12114046321132e-25,"9","IL2RA"
8.4459812183684e-28,0.496552441618114,0.291,0.288,3.4206223934392e-25,"9","CCL5"
1.41266247548327e-25,0.73797131275408,0.198,0.188,5.72128302570725e-23,"9","PRDM1"
7.8096606749329e-18,0.743950051090326,0.111,0.098,3.16291257334782e-15,"9","PRF1"
6.60207440691732e-14,0.63540219514772,0.178,0.221,2.67384013480152e-11,"9","VSIR"
2.34061990850357e-05,0.616172519567042,0.232,0.277,0.00947951062943947,"9","CD4"
0,5.98915538941124,0.844,0.048,0,"10","MZB1"
0,5.22313087304264,0.83,0.059,0,"10","TENT5C"
0,4.08525018670979,0.789,0.136,0,"10","SLAMF7"
0,4.77961215465867,0.593,0.074,0,"10","SDC1"
0,2.92689310424021,0.635,0.166,0,"10","PRDM1"
0,3.26840520041426,0.593,0.146,0,"10","FKBP11"
0,5.0762412349348,0.426,0.027,0,"10","TNFRSF17"
0,1.63590160005632,0.78,0.424,0,"10","PECAM1"
0,2.53344085584541,0.423,0.068,0,"10","CD79A"
0,2.50702116957314,0.539,0.192,0,"10","BCL2L11"
0,1.47792416686313,0.497,0.187,0,"10","CYTIP"
0,2.29693492854364,0.333,0.085,0,"10","PLCG2"
0,1.73272424281807,0.571,0.341,0,"10","MDM2"
0,3.11053650052032,0.242,0.037,0,"10","CCR2"
0,1.72957828634891,0.277,0.095,0,"10","CD27"
0,1.51595299864741,0.342,0.163,0,"10","MEF2C"
0,4.24191774802431,0.196,0.017,0,"10","DERL3"
0,2.22946473565393,0.181,0.041,0,"10","SLAMF1"
0,1.09668447726053,0.152,0.079,0,"10","IGF1"
1.45703116589172e-245,0.254997393677302,0.445,0.337,5.90097622186146e-243,"10","CXCR4"
1.46019883191968e-234,0.88339351042173,0.197,0.127,5.91380526927471e-232,"10","ADAM28"
1.11613064433699e-134,0.78417654371537,0.208,0.154,4.52032910956479e-132,"10","MKI67"
1.90541817439791e-104,0.426933811595712,0.384,0.335,7.71694360631155e-102,"10","BASP1"
1.97227492412844e-97,0.47722857621404,0.266,0.216,7.98771344272018e-95,"10","VSIR"
1.57692524113564e-61,0.376352216693896,0.238,0.2,6.38654722659932e-59,"10","TCF4"
1.98221896241336e-61,0.335777479690714,0.184,0.146,8.02798679777411e-59,"10","GPR183"
1.01048075385769e-60,0.686018790963847,0.173,0.141,4.09244705312366e-58,"10","MTRNR2L11"
2.50934181903156e-60,0.539282963491104,0.286,0.253,1.01628343670778e-57,"10","PCNA"
3.66029545932773e-11,0.451401815194236,0.119,0.108,1.48241966102773e-08,"10","CDK1"
1.44621693538434e-06,0.298861588858196,0.181,0.176,0.000585717858830658,"10","GLIPR1"
0,2.12942920567949,0.644,0.277,0,"11","CD163"
0,2.18691001012712,0.469,0.126,0,"11","MPEG1"
0,3.47249121202475,0.369,0.064,0,"11","PLA2G7"
0,5.24297439058074,0.302,0.017,0,"11","CD300E"
0,3.40418713917223,0.333,0.057,0,"11","MRC1"
0,1.91623418171297,0.47,0.197,0,"11","MS4A4A"
0,1.57888348153398,0.491,0.234,0,"11","CD14"
0,1.17031469287655,0.632,0.379,0,"11","MS4A6A"
0,1.19962648157691,0.642,0.39,0,"11","CD68"
0,2.50870659112811,0.338,0.092,0,"11","LILRB2"
0,2.40512687220459,0.353,0.112,0,"11","ITGAX"
0,3.11970061924228,0.293,0.07,0,"11","LYVE1"
0,1.27881816790928,0.524,0.308,0,"11","FGL2"
0,1.56382707044934,0.348,0.138,0,"11","GPR183"
0,0.953917985254323,0.595,0.391,0,"11","C1orf162"
0,4.86515945681887,0.218,0.015,0,"11","CLEC10A"
0,1.03501116332168,0.507,0.316,0,"11","AIF1"
0,0.541140876176008,0.711,0.52,0,"11","PTPRC"
0,4.988194402239,0.191,0.012,0,"11","FCN1"
0,0.77002857861221,0.384,0.212,0,"11","CD93"
0,0.90316764725395,0.763,0.592,0,"11","HLA-DRB1"
0,0.964681088169122,0.422,0.267,0,"11","CD4"
0,1.78805579606569,0.237,0.088,0,"11","CLEC4E"
0,1.06773985222038,0.353,0.212,0,"11","VSIR"
0,1.77246831971014,0.272,0.133,0,"11","IL2RA"
0,0.299390945017548,0.306,0.185,0,"11","TNC"
